zip,yr_id,name,households
92101,2021,"$100,000 to $124,999",2261
92101,2021,"$125,000 to $149,999",2675
92101,2021,"$150,000 to $199,999",2896
92101,2021,"$200,000 or more",5141
92101,2022,"Less than $15,000",3491
92101,2022,"$15,000 to $29,999",2383
92101,2022,"$30,000 to $44,999",2572
92101,2022,"$45,000 to $59,999",2518
92101,2022,"$60,000 to $74,999",2494
92101,2022,"$75,000 to $99,999",3488
92101,2022,"$100,000 to $124,999",2290
92101,2022,"$125,000 to $149,999",2784
92101,2022,"$150,000 to $199,999",3129
92101,2022,"$200,000 or more",5608
92102,2020,"Less than $15,000",1153
92102,2020,"$15,000 to $29,999",1889
92102,2020,"$30,000 to $44,999",1991
92102,2020,"$45,000 to $59,999",1736
92102,2020,"$60,000 to $74,999",1589
92102,2020,"$75,000 to $99,999",1481
92102,2020,"$100,000 to $124,999",1417
92102,2020,"$125,000 to $149,999",919
92102,2020,"$150,000 to $199,999",609
92102,2020,"$200,000 or more",1225
92102,2021,"Less than $15,000",1166
92102,2021,"$15,000 to $29,999",1650
92102,2021,"$30,000 to $44,999",2119
92102,2021,"$45,000 to $59,999",1590
92102,2021,"$60,000 to $74,999",1840
92102,2021,"$75,000 to $99,999",1484
92102,2021,"$100,000 to $124,999",1484
92102,2021,"$125,000 to $149,999",1005
92102,2021,"$150,000 to $199,999",640
92102,2021,"$200,000 or more",973
92102,2022,"Less than $15,000",848
92102,2022,"$15,000 to $29,999",1691
92102,2022,"$30,000 to $44,999",2302
92102,2022,"$45,000 to $59,999",1853
92102,2022,"$60,000 to $74,999",1806
92102,2022,"$75,000 to $99,999",1484
92102,2022,"$100,000 to $124,999",1406
92102,2022,"$125,000 to $149,999",946
92102,2022,"$150,000 to $199,999",655
92102,2022,"$200,000 or more",983
92103,2020,"Less than $15,000",1215
92103,2020,"$15,000 to $29,999",1240
92103,2020,"$30,000 to $44,999",1221
92103,2020,"$45,000 to $59,999",1595
92103,2020,"$60,000 to $74,999",1469
92103,2020,"$75,000 to $99,999",2524
92103,2020,"$100,000 to $124,999",1857
92103,2020,"$125,000 to $149,999",1398
92103,2020,"$150,000 to $199,999",2131
92103,2020,"$200,000 or more",3848
92103,2021,"Less than $15,000",1157
92103,2021,"$15,000 to $29,999",1497
92103,2021,"$30,000 to $44,999",1278
92103,2021,"$45,000 to $59,999",1430
92103,2021,"$60,000 to $74,999",1575
92103,2021,"$75,000 to $99,999",2266
92103,2021,"$100,000 to $124,999",2012
92103,2021,"$125,000 to $149,999",1651
92103,2021,"$150,000 to $199,999",1863
92103,2021,"$200,000 or more",3712
92103,2022,"Less than $15,000",810
92103,2022,"$15,000 to $29,999",1558
92103,2022,"$30,000 to $44,999",1434
92103,2022,"$45,000 to $59,999",1775
92103,2022,"$60,000 to $74,999",1544
92103,2022,"$75,000 to $99,999",2276
92103,2022,"$100,000 to $124,999",1964
92103,2022,"$125,000 to $149,999",1648
92103,2022,"$150,000 to $199,999",1959
92103,2022,"$200,000 or more",3928
92104,2020,"Less than $15,000",1556
92104,2020,"$15,000 to $29,999",1821
92104,2020,"$30,000 to $44,999",1943
92104,2020,"$45,000 to $59,999",2326
92104,2020,"$60,000 to $74,999",2432
92104,2020,"$75,000 to $99,999",3263
92104,2020,"$100,000 to $124,999",2337
92104,2020,"$125,000 to $149,999",2023
92104,2020,"$150,000 to $199,999",2234
92104,2020,"$200,000 or more",2371
92104,2021,"Less than $15,000",1434
92104,2021,"$15,000 to $29,999",2034
92104,2021,"$30,000 to $44,999",1792
92104,2021,"$45,000 to $59,999",2038
92104,2021,"$60,000 to $74,999",2300
92104,2021,"$75,000 to $99,999",3501
92104,2021,"$100,000 to $124,999",2247
92104,2021,"$125,000 to $149,999",2113
92104,2021,"$150,000 to $199,999",2376
92104,2021,"$200,000 or more",2311
92104,2022,"Less than $15,000",1045
92104,2022,"$15,000 to $29,999",2118
92104,2022,"$30,000 to $44,999",1938
92104,2022,"$45,000 to $59,999",2431
92104,2022,"$60,000 to $74,999",2249
92104,2022,"$75,000 to $99,999",3462
92104,2022,"$100,000 to $124,999",2186
92104,2022,"$125,000 to $149,999",2029
92104,2022,"$150,000 to $199,999",2473
92104,2022,"$200,000 or more",2382
92105,2020,"Less than $15,000",2940
92105,2020,"$15,000 to $29,999",3511
92105,2020,"$30,000 to $44,999",2770
92105,2020,"$45,000 to $59,999",2599
92105,2020,"$60,000 to $74,999",2103
92105,2020,"$75,000 to $99,999",2418
92105,2020,"$100,000 to $124,999",1933
92105,2020,"$125,000 to $149,999",993
92105,2020,"$150,000 to $199,999",1123
92105,2020,"$200,000 or more",642
92105,2021,"Less than $15,000",2789
92105,2021,"$15,000 to $29,999",3572
92105,2021,"$30,000 to $44,999",2717
92105,2021,"$45,000 to $59,999",2460
92105,2021,"$60,000 to $74,999",1917
92105,2021,"$75,000 to $99,999",2899
92105,2021,"$100,000 to $124,999",1797
92105,2021,"$125,000 to $149,999",913
92105,2021,"$150,000 to $199,999",1121
92105,2021,"$200,000 or more",677
92105,2022,"Less than $15,000",2112
92105,2022,"$15,000 to $29,999",3731
92105,2022,"$30,000 to $44,999",2963
92105,2022,"$45,000 to $59,999",2874
92105,2022,"$60,000 to $74,999",1908
92105,2022,"$75,000 to $99,999",2850
92105,2022,"$100,000 to $124,999",1712
92105,2022,"$125,000 to $149,999",884
92105,2022,"$150,000 to $199,999",1172
92105,2022,"$200,000 or more",676
92106,2020,"Less than $15,000",532
92106,2020,"$15,000 to $29,999",208
92106,2020,"$30,000 to $44,999",300
92106,2020,"$45,000 to $59,999",626
92106,2020,"$60,000 to $74,999",460
92106,2020,"$75,000 to $99,999",617
92106,2020,"$100,000 to $124,999",1115
92106,2020,"$125,000 to $149,999",627
92106,2020,"$150,000 to $199,999",974
92106,2020,"$200,000 or more",2590
92106,2021,"Less than $15,000",757
92106,2021,"$15,000 to $29,999",313
92106,2021,"$30,000 to $44,999",380
92106,2021,"$45,000 to $59,999",459
92106,2021,"$60,000 to $74,999",478
92106,2021,"$75,000 to $99,999",692
92106,2021,"$100,000 to $124,999",1080
92106,2021,"$125,000 to $149,999",521
92106,2021,"$150,000 to $199,999",1058
92106,2021,"$200,000 or more",2271
92106,2022,"Less than $15,000",538
92106,2022,"$15,000 to $29,999",294
92106,2022,"$30,000 to $44,999",421
92106,2022,"$45,000 to $59,999",615
92106,2022,"$60,000 to $74,999",467
92106,2022,"$75,000 to $99,999",677
92106,2022,"$100,000 to $124,999",1035
92106,2022,"$125,000 to $149,999",519
92106,2022,"$150,000 to $199,999",1103
92106,2022,"$200,000 or more",2369
92107,2020,"Less than $15,000",808
92107,2020,"$15,000 to $29,999",796
92107,2020,"$30,000 to $44,999",978
92107,2020,"$45,000 to $59,999",1077
92107,2020,"$60,000 to $74,999",1211
92107,2020,"$75,000 to $99,999",1667
92107,2020,"$100,000 to $124,999",1640
92107,2020,"$125,000 to $149,999",1302
92107,2020,"$150,000 to $199,999",1557
92107,2020,"$200,000 or more",2587
92107,2021,"Less than $15,000",788
92107,2021,"$15,000 to $29,999",741
92107,2021,"$30,000 to $44,999",1119
92107,2021,"$45,000 to $59,999",861
92107,2021,"$60,000 to $74,999",1247
92107,2021,"$75,000 to $99,999",1735
92107,2021,"$100,000 to $124,999",1798
92107,2021,"$125,000 to $149,999",899
92107,2021,"$150,000 to $199,999",1739
92107,2021,"$200,000 or more",2622
92107,2022,"Less than $15,000",525
92107,2022,"$15,000 to $29,999",740
92107,2022,"$30,000 to $44,999",1250
92107,2022,"$45,000 to $59,999",1078
92107,2022,"$60,000 to $74,999",1193
92107,2022,"$75,000 to $99,999",1708
92107,2022,"$100,000 to $124,999",1739
92107,2022,"$125,000 to $149,999",855
92107,2022,"$150,000 to $199,999",1786
92107,2022,"$200,000 or more",2687
92108,2020,"Less than $15,000",778
92108,2020,"$15,000 to $29,999",584
92108,2020,"$30,000 to $44,999",723
92108,2020,"$45,000 to $59,999",1036
92108,2020,"$60,000 to $74,999",1320
92108,2020,"$75,000 to $99,999",1486
92108,2020,"$100,000 to $124,999",1442
92108,2020,"$125,000 to $149,999",1119
92108,2020,"$150,000 to $199,999",1241
92108,2020,"$200,000 or more",1765
92108,2021,"Less than $15,000",734
92108,2021,"$15,000 to $29,999",857
92108,2021,"$30,000 to $44,999",836
92108,2021,"$45,000 to $59,999",787
92108,2021,"$60,000 to $74,999",1403
92108,2021,"$75,000 to $99,999",1567
92108,2021,"$100,000 to $124,999",1709
92108,2021,"$125,000 to $149,999",1043
92108,2021,"$150,000 to $199,999",1183
92108,2021,"$200,000 or more",1619
92108,2022,"Less than $15,000",601
92108,2022,"$15,000 to $29,999",975
92108,2022,"$30,000 to $44,999",1014
92108,2022,"$45,000 to $59,999",983
92108,2022,"$60,000 to $74,999",1461
92108,2022,"$75,000 to $99,999",1722
92108,2022,"$100,000 to $124,999",1731
92108,2022,"$125,000 to $149,999",1123
92108,2022,"$150,000 to $199,999",1353
92108,2022,"$200,000 or more",1882
92109,2020,"Less than $15,000",908
92109,2020,"$15,000 to $29,999",1208
92109,2020,"$30,000 to $44,999",1702
92109,2020,"$45,000 to $59,999",1552
92109,2020,"$60,000 to $74,999",2007
92109,2020,"$75,000 to $99,999",2836
92109,2020,"$100,000 to $124,999",2649
92109,2020,"$125,000 to $149,999",2151
92109,2020,"$150,000 to $199,999",2707
92109,2020,"$200,000 or more",4463
92109,2021,"Less than $15,000",1178
92109,2021,"$15,000 to $29,999",1113
92109,2021,"$30,000 to $44,999",1772
92109,2021,"$45,000 to $59,999",1424
92109,2021,"$60,000 to $74,999",2152
92109,2021,"$75,000 to $99,999",2838
92109,2021,"$100,000 to $124,999",2505
92109,2021,"$125,000 to $149,999",2173
92109,2021,"$150,000 to $199,999",2574
92109,2021,"$200,000 or more",4267
92109,2022,"Less than $15,000",871
92109,2022,"$15,000 to $29,999",1093
92109,2022,"$30,000 to $44,999",1926
92109,2022,"$45,000 to $59,999",1730
92109,2022,"$60,000 to $74,999",2077
92109,2022,"$75,000 to $99,999",2808
92109,2022,"$100,000 to $124,999",2432
92109,2022,"$125,000 to $149,999",2075
92109,2022,"$150,000 to $199,999",2641
92109,2022,"$200,000 or more",4384
92110,2020,"Less than $15,000",1031
92110,2020,"$15,000 to $29,999",882
92110,2020,"$30,000 to $44,999",679
92110,2020,"$45,000 to $59,999",1205
92110,2020,"$60,000 to $74,999",1051
92110,2020,"$75,000 to $99,999",1584
92110,2020,"$100,000 to $124,999",1404
92110,2020,"$125,000 to $149,999",1005
92110,2020,"$150,000 to $199,999",1077
92110,2020,"$200,000 or more",2118
92110,2021,"Less than $15,000",1247
92110,2021,"$15,000 to $29,999",859
92110,2021,"$30,000 to $44,999",776
92110,2021,"$45,000 to $59,999",795
92110,2021,"$60,000 to $74,999",1048
92110,2021,"$75,000 to $99,999",1453
92110,2021,"$100,000 to $124,999",1509
92110,2021,"$125,000 to $149,999",1116
92110,2021,"$150,000 to $199,999",1190
92110,2021,"$200,000 or more",1965
92110,2022,"Less than $15,000",939
92110,2022,"$15,000 to $29,999",897
92110,2022,"$30,000 to $44,999",892
92110,2022,"$45,000 to $59,999",951
92110,2022,"$60,000 to $74,999",1033
92110,2022,"$75,000 to $99,999",1454
92110,2022,"$100,000 to $124,999",1450
92110,2022,"$125,000 to $149,999",1110
92110,2022,"$150,000 to $199,999",1244
92110,2022,"$200,000 or more",2032
92111,2020,"Less than $15,000",1275
92111,2020,"$15,000 to $29,999",1689
92111,2020,"$30,000 to $44,999",1672
92111,2020,"$45,000 to $59,999",1460
92111,2020,"$60,000 to $74,999",1533
92111,2020,"$75,000 to $99,999",2888
92111,2020,"$100,000 to $124,999",1926
92111,2020,"$125,000 to $149,999",1663
92111,2020,"$150,000 to $199,999",1687
92111,2020,"$200,000 or more",2032
92111,2021,"Less than $15,000",1414
92111,2021,"$15,000 to $29,999",1423
92111,2021,"$30,000 to $44,999",1602
92111,2021,"$45,000 to $59,999",1350
92111,2021,"$60,000 to $74,999",1704
92111,2021,"$75,000 to $99,999",2294
92111,2021,"$100,000 to $124,999",2173
92111,2021,"$125,000 to $149,999",1701
92111,2021,"$150,000 to $199,999",2083
92111,2021,"$200,000 or more",1836
92111,2022,"Less than $15,000",1046
92111,2022,"$15,000 to $29,999",1493
92111,2022,"$30,000 to $44,999",1757
92111,2022,"$45,000 to $59,999",1582
92111,2022,"$60,000 to $74,999",1689
92111,2022,"$75,000 to $99,999",2294
92111,2022,"$100,000 to $124,999",2080
92111,2022,"$125,000 to $149,999",1671
92111,2022,"$150,000 to $199,999",2165
92111,2022,"$200,000 or more",1901
92113,2020,"Less than $15,000",1996
92113,2020,"$15,000 to $29,999",2524
92113,2020,"$30,000 to $44,999",2037
92113,2020,"$45,000 to $59,999",1859
92113,2020,"$60,000 to $74,999",1459
92113,2020,"$75,000 to $99,999",1425
92113,2020,"$100,000 to $124,999",719
92113,2020,"$125,000 to $149,999",447
92113,2020,"$150,000 to $199,999",427
92113,2020,"$200,000 or more",522
92113,2021,"Less than $15,000",2112
92113,2021,"$15,000 to $29,999",2322
92113,2021,"$30,000 to $44,999",1921
92113,2021,"$45,000 to $59,999",1691
92113,2021,"$60,000 to $74,999",1455
92113,2021,"$75,000 to $99,999",1314
92113,2021,"$100,000 to $124,999",1001
92113,2021,"$125,000 to $149,999",454
92113,2021,"$150,000 to $199,999",630
92113,2021,"$200,000 or more",433
92113,2022,"Less than $15,000",1612
92113,2022,"$15,000 to $29,999",2400
92113,2022,"$30,000 to $44,999",2095
92113,2022,"$45,000 to $59,999",1984
92113,2022,"$60,000 to $74,999",1468
92113,2022,"$75,000 to $99,999",1310
92113,2022,"$100,000 to $124,999",972
92113,2022,"$125,000 to $149,999",441
92113,2022,"$150,000 to $199,999",654
92113,2022,"$200,000 or more",442
92114,2020,"Less than $15,000",960
92114,2020,"$15,000 to $29,999",1589
92114,2020,"$30,000 to $44,999",1587
92114,2020,"$45,000 to $59,999",1636
92114,2020,"$60,000 to $74,999",1954
92114,2020,"$75,000 to $99,999",2836
92114,2020,"$100,000 to $124,999",2032
92114,2020,"$125,000 to $149,999",1732
92114,2020,"$150,000 to $199,999",1734
92114,2020,"$200,000 or more",1492
92114,2021,"Less than $15,000",1060
92114,2021,"$15,000 to $29,999",1359
92114,2021,"$30,000 to $44,999",1562
92114,2021,"$45,000 to $59,999",1287
92114,2021,"$60,000 to $74,999",2078
92114,2021,"$75,000 to $99,999",3061
92114,2021,"$100,000 to $124,999",2194
92114,2021,"$125,000 to $149,999",1640
92114,2021,"$150,000 to $199,999",1712
92114,2021,"$200,000 or more",1372
92114,2022,"Less than $15,000",771
92114,2022,"$15,000 to $29,999",1384
92114,2022,"$30,000 to $44,999",1723
92114,2022,"$45,000 to $59,999",1552
92114,2022,"$60,000 to $74,999",2042
92114,2022,"$75,000 to $99,999",3034
92114,2022,"$100,000 to $124,999",2129
92114,2022,"$125,000 to $149,999",1570
92114,2022,"$150,000 to $199,999",1776
92114,2022,"$200,000 or more",1392
92115,2020,"Less than $15,000",2611
92115,2020,"$15,000 to $29,999",3059
92115,2020,"$30,000 to $44,999",1892
92115,2020,"$45,000 to $59,999",2677
92115,2020,"$60,000 to $74,999",2101
92115,2020,"$75,000 to $99,999",2085
92115,2020,"$100,000 to $124,999",2029
92115,2020,"$125,000 to $149,999",1222
92115,2020,"$150,000 to $199,999",1479
92115,2020,"$200,000 or more",2233
92115,2021,"Less than $15,000",2808
92115,2021,"$15,000 to $29,999",3113
92115,2021,"$30,000 to $44,999",2127
92115,2021,"$45,000 to $59,999",1919
92115,2021,"$60,000 to $74,999",2209
92115,2021,"$75,000 to $99,999",2305
92115,2021,"$100,000 to $124,999",1744
92115,2021,"$125,000 to $149,999",1298
92115,2021,"$150,000 to $199,999",1562
92115,2021,"$200,000 or more",2057
92115,2022,"Less than $15,000",2138
92115,2022,"$15,000 to $29,999",3274
92115,2022,"$30,000 to $44,999",2360
92115,2022,"$45,000 to $59,999",2264
92115,2022,"$60,000 to $74,999",2187
92115,2022,"$75,000 to $99,999",2277
92115,2022,"$100,000 to $124,999",1701
92115,2022,"$125,000 to $149,999",1233
92115,2022,"$150,000 to $199,999",1638
92115,2022,"$200,000 or more",2148
92116,2020,"Less than $15,000",857
92116,2020,"$15,000 to $29,999",1144
92116,2020,"$30,000 to $44,999",1256
92116,2020,"$45,000 to $59,999",1688
92116,2020,"$60,000 to $74,999",1577
92116,2020,"$75,000 to $99,999",2209
92116,2020,"$100,000 to $124,999",2066
92116,2020,"$125,000 to $149,999",1103
92116,2020,"$150,000 to $199,999",1718
92116,2020,"$200,000 or more",2050
92116,2021,"Less than $15,000",798
92116,2021,"$15,000 to $29,999",1228
92116,2021,"$30,000 to $44,999",1222
92116,2021,"$45,000 to $59,999",1415
92116,2021,"$60,000 to $74,999",1542
92116,2021,"$75,000 to $99,999",2268
92116,2021,"$100,000 to $124,999",1839
92116,2021,"$125,000 to $149,999",1402
92116,2021,"$150,000 to $199,999",1640
92116,2021,"$200,000 or more",2161
92116,2022,"Less than $15,000",560
92116,2022,"$15,000 to $29,999",1253
92116,2022,"$30,000 to $44,999",1329
92116,2022,"$45,000 to $59,999",1666
92116,2022,"$60,000 to $74,999",1490
92116,2022,"$75,000 to $99,999",2240
92116,2022,"$100,000 to $124,999",1759
92116,2022,"$125,000 to $149,999",1353
92116,2022,"$150,000 to $199,999",1691
92116,2022,"$200,000 or more",2217
92117,2020,"Less than $15,000",1132
92117,2020,"$15,000 to $29,999",1101
92117,2020,"$30,000 to $44,999",1200
92117,2020,"$45,000 to $59,999",1486
92117,2020,"$60,000 to $74,999",1597
92117,2020,"$75,000 to $99,999",2608
92117,2020,"$100,000 to $124,999",2298
92117,2020,"$125,000 to $149,999",2348
92117,2020,"$150,000 to $199,999",3099
92117,2020,"$200,000 or more",3792
92117,2021,"Less than $15,000",1124
92117,2021,"$15,000 to $29,999",1064
92117,2021,"$30,000 to $44,999",1209
92117,2021,"$45,000 to $59,999",1550
92117,2021,"$60,000 to $74,999",1607
92117,2021,"$75,000 to $99,999",2787
92117,2021,"$100,000 to $124,999",2342
92117,2021,"$125,000 to $149,999",1977
92117,2021,"$150,000 to $199,999",2917
92117,2021,"$200,000 or more",3822
92117,2022,"Less than $15,000",804
92117,2022,"$15,000 to $29,999",1080
92117,2022,"$30,000 to $44,999",1356
92117,2022,"$45,000 to $59,999",1813
92117,2022,"$60,000 to $74,999",1567
92117,2022,"$75,000 to $99,999",2736
92117,2022,"$100,000 to $124,999",2204
92117,2022,"$125,000 to $149,999",1949
92117,2022,"$150,000 to $199,999",2999
92117,2022,"$200,000 or more",3932
92118,2020,"Less than $15,000",324
92118,2020,"$15,000 to $29,999",268
92118,2020,"$30,000 to $44,999",254
92118,2020,"$45,000 to $59,999",368
92118,2020,"$60,000 to $74,999",373
92118,2020,"$75,000 to $99,999",912
92118,2020,"$100,000 to $124,999",785
92118,2020,"$125,000 to $149,999",612
92118,2020,"$150,000 to $199,999",797
92118,2020,"$200,000 or more",2655
92118,2021,"Less than $15,000",363
92118,2021,"$15,000 to $29,999",401
92118,2021,"$30,000 to $44,999",354
92118,2021,"$45,000 to $59,999",270
92118,2021,"$60,000 to $74,999",415
92118,2021,"$75,000 to $99,999",741
92118,2021,"$100,000 to $124,999",963
92118,2021,"$125,000 to $149,999",612
92118,2021,"$150,000 to $199,999",831
92118,2021,"$200,000 or more",2401
92118,2022,"Less than $15,000",208
92118,2022,"$15,000 to $29,999",395
92118,2022,"$30,000 to $44,999",421
92118,2022,"$45,000 to $59,999",356
92118,2022,"$60,000 to $74,999",420
92118,2022,"$75,000 to $99,999",740
92118,2022,"$100,000 to $124,999",908
92118,2022,"$125,000 to $149,999",607
92118,2022,"$150,000 to $199,999",847
92118,2022,"$200,000 or more",2478
92119,2020,"Less than $15,000",475
92119,2020,"$15,000 to $29,999",745
92119,2020,"$30,000 to $44,999",261
92119,2020,"$45,000 to $59,999",625
92119,2020,"$60,000 to $74,999",593
92119,2020,"$75,000 to $99,999",1349
92119,2020,"$100,000 to $124,999",823
92119,2020,"$125,000 to $149,999",922
92119,2020,"$150,000 to $199,999",1501
92119,2020,"$200,000 or more",2354
92119,2021,"Less than $15,000",463
92119,2021,"$15,000 to $29,999",753
92119,2021,"$30,000 to $44,999",419
92119,2021,"$45,000 to $59,999",663
92119,2021,"$60,000 to $74,999",468
92119,2021,"$75,000 to $99,999",1247
92119,2021,"$100,000 to $124,999",1097
92119,2021,"$125,000 to $149,999",797
92119,2021,"$150,000 to $199,999",1172
92119,2021,"$200,000 or more",2437
92119,2022,"Less than $15,000",324
92119,2022,"$15,000 to $29,999",776
92119,2022,"$30,000 to $44,999",455
92119,2022,"$45,000 to $59,999",780
92119,2022,"$60,000 to $74,999",447
92119,2022,"$75,000 to $99,999",1217
92119,2022,"$100,000 to $124,999",1039
92119,2022,"$125,000 to $149,999",773
92119,2022,"$150,000 to $199,999",1219
92119,2022,"$200,000 or more",2503
92120,2020,"Less than $15,000",681
92120,2020,"$15,000 to $29,999",687
92120,2020,"$30,000 to $44,999",565
92120,2020,"$45,000 to $59,999",912
92120,2020,"$60,000 to $74,999",906
92120,2020,"$75,000 to $99,999",1693
92120,2020,"$100,000 to $124,999",1439
92120,2020,"$125,000 to $149,999",1119
92120,2020,"$150,000 to $199,999",1970
92120,2020,"$200,000 or more",2767
92120,2021,"Less than $15,000",821
92120,2021,"$15,000 to $29,999",687
92120,2021,"$30,000 to $44,999",599
92120,2021,"$45,000 to $59,999",852
92120,2021,"$60,000 to $74,999",989
92120,2021,"$75,000 to $99,999",1609
92120,2021,"$100,000 to $124,999",1327
92120,2021,"$125,000 to $149,999",1251
92120,2021,"$150,000 to $199,999",1908
92120,2021,"$200,000 or more",2549
92120,2022,"Less than $15,000",612
92120,2022,"$15,000 to $29,999",732
92120,2022,"$30,000 to $44,999",671
92120,2022,"$45,000 to $59,999",1095
92120,2022,"$60,000 to $74,999",1000
92120,2022,"$75,000 to $99,999",1645
92120,2022,"$100,000 to $124,999",1302
92120,2022,"$125,000 to $149,999",1264
92120,2022,"$150,000 to $199,999",1994
92120,2022,"$200,000 or more",2688
92121,2020,"Less than $15,000",181
92121,2020,"$15,000 to $29,999",99
92121,2020,"$30,000 to $44,999",77
92121,2020,"$45,000 to $59,999",81
92121,2020,"$60,000 to $74,999",36
92121,2020,"$75,000 to $99,999",173
92121,2020,"$100,000 to $124,999",187
92121,2020,"$125,000 to $149,999",147
92121,2020,"$150,000 to $199,999",254
92121,2020,"$200,000 or more",532
92121,2021,"Less than $15,000",190
92121,2021,"$15,000 to $29,999",93
92121,2021,"$30,000 to $44,999",94
92121,2021,"$45,000 to $59,999",74
92121,2021,"$60,000 to $74,999",68
92121,2021,"$75,000 to $99,999",116
92121,2021,"$100,000 to $124,999",207
92121,2021,"$125,000 to $149,999",122
92121,2021,"$150,000 to $199,999",226
92121,2021,"$200,000 or more",551
92121,2022,"Less than $15,000",141
92121,2022,"$15,000 to $29,999",98
92121,2022,"$30,000 to $44,999",109
92121,2022,"$45,000 to $59,999",92
92121,2022,"$60,000 to $74,999",69
92121,2022,"$75,000 to $99,999",117
92121,2022,"$100,000 to $124,999",201
92121,2022,"$125,000 to $149,999",112
92121,2022,"$150,000 to $199,999",234
92121,2022,"$200,000 or more",568
92122,2020,"Less than $15,000",2135
92122,2020,"$15,000 to $29,999",1259
92122,2020,"$30,000 to $44,999",1427
92122,2020,"$45,000 to $59,999",1372
92122,2020,"$60,000 to $74,999",1531
92122,2020,"$75,000 to $99,999",2353
92122,2020,"$100,000 to $124,999",1985
92122,2020,"$125,000 to $149,999",1804
92122,2020,"$150,000 to $199,999",2212
92122,2020,"$200,000 or more",4001
92122,2021,"Less than $15,000",2515
92122,2021,"$15,000 to $29,999",1158
92122,2021,"$30,000 to $44,999",1272
92122,2021,"$45,000 to $59,999",1238
92122,2021,"$60,000 to $74,999",1644
92122,2021,"$75,000 to $99,999",2367
92122,2021,"$100,000 to $124,999",2107
92122,2021,"$125,000 to $149,999",1715
92122,2021,"$150,000 to $199,999",2002
92122,2021,"$200,000 or more",3875
92122,2022,"Less than $15,000",1917
92122,2022,"$15,000 to $29,999",1223
92122,2022,"$30,000 to $44,999",1405
92122,2022,"$45,000 to $59,999",1494
92122,2022,"$60,000 to $74,999",1638
92122,2022,"$75,000 to $99,999",2380
92122,2022,"$100,000 to $124,999",2027
92122,2022,"$125,000 to $149,999",1692
92122,2022,"$150,000 to $199,999",2104
92122,2022,"$200,000 or more",4000
92123,2020,"Less than $15,000",832
92123,2020,"$15,000 to $29,999",597
92123,2020,"$30,000 to $44,999",672
92123,2020,"$45,000 to $59,999",1000
92123,2020,"$60,000 to $74,999",1143
92123,2020,"$75,000 to $99,999",1697
92123,2020,"$100,000 to $124,999",1359
92123,2020,"$125,000 to $149,999",1452
92123,2020,"$150,000 to $199,999",1416
92123,2020,"$200,000 or more",1934
92123,2021,"Less than $15,000",883
92123,2021,"$15,000 to $29,999",659
92123,2021,"$30,000 to $44,999",665
92123,2021,"$45,000 to $59,999",900
92123,2021,"$60,000 to $74,999",1175
92123,2021,"$75,000 to $99,999",1424
92123,2021,"$100,000 to $124,999",1678
92123,2021,"$125,000 to $149,999",1255
92123,2021,"$150,000 to $199,999",1474
92123,2021,"$200,000 or more",1829
92123,2022,"Less than $15,000",680
92123,2022,"$15,000 to $29,999",702
92123,2022,"$30,000 to $44,999",759
92123,2022,"$45,000 to $59,999",1087
92123,2022,"$60,000 to $74,999",1185
92123,2022,"$75,000 to $99,999",1478
92123,2022,"$100,000 to $124,999",1709
92123,2022,"$125,000 to $149,999",1264
92123,2022,"$150,000 to $199,999",1594
92123,2022,"$200,000 or more",1936
92124,2020,"Less than $15,000",358
92124,2020,"$15,000 to $29,999",467
92124,2020,"$30,000 to $44,999",607
92124,2020,"$45,000 to $59,999",755
92124,2020,"$60,000 to $74,999",792
92124,2020,"$75,000 to $99,999",1977
92124,2020,"$100,000 to $124,999",1043
92124,2020,"$125,000 to $149,999",1333
92124,2020,"$150,000 to $199,999",1667
92124,2020,"$200,000 or more",2007
92124,2021,"Less than $15,000",350
92124,2021,"$15,000 to $29,999",519
92124,2021,"$30,000 to $44,999",841
92124,2021,"$45,000 to $59,999",717
92124,2021,"$60,000 to $74,999",831
92124,2021,"$75,000 to $99,999",1745
92124,2021,"$100,000 to $124,999",1011
92124,2021,"$125,000 to $149,999",1113
92124,2021,"$150,000 to $199,999",1701
92124,2021,"$200,000 or more",2017
92124,2022,"Less than $15,000",243
92124,2022,"$15,000 to $29,999",534
92124,2022,"$30,000 to $44,999",906
92124,2022,"$45,000 to $59,999",833
92124,2022,"$60,000 to $74,999",811
92124,2022,"$75,000 to $99,999",1710
92124,2022,"$100,000 to $124,999",942
92124,2022,"$125,000 to $149,999",1078
92124,2022,"$150,000 to $199,999",1750
92124,2022,"$200,000 or more",2057
92126,2020,"Less than $15,000",992
92126,2020,"$15,000 to $29,999",1271
92126,2020,"$30,000 to $44,999",1266
92126,2020,"$45,000 to $59,999",1878
92126,2020,"$60,000 to $74,999",1783
92126,2020,"$75,000 to $99,999",3442
92126,2020,"$100,000 to $124,999",3113
92126,2020,"$125,000 to $149,999",3028
92126,2020,"$150,000 to $199,999",4039
92126,2020,"$200,000 or more",4475
92126,2021,"Less than $15,000",1047
92126,2021,"$15,000 to $29,999",1140
92126,2021,"$30,000 to $44,999",1471
92126,2021,"$45,000 to $59,999",1845
92126,2021,"$60,000 to $74,999",1996
92126,2021,"$75,000 to $99,999",3228
92126,2021,"$100,000 to $124,999",3129
92126,2021,"$125,000 to $149,999",2600
92126,2021,"$150,000 to $199,999",3870
92126,2021,"$200,000 or more",4881
92126,2022,"Less than $15,000",731
